"DatasetID","Dataset_name","Island","Lat","Long","MethodCode","Year","Month","Day","UniqueSurveyID","Site_code","coord.join9","ReefHabitat","parrot","open_protected","year_num","mgmt","zero_one"
11.5,"DAR","Maui",20.59124,-156.4138,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16738,"Shallow Aggregate reef, <25ft",3.7679306,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59128,-156.4138,"FAHU",2019,1,15,"LAPE_FAHU19","LAPE",18465,"Shallow Aggregate reef, <25ft",9.431239,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59136,-156.4207,"FAHU",2018,2,21,"LAPE_FAHU18","LAPE",17098,"Other",3.5922298,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59164,-156.415,"FAHU",2019,1,15,"LAPE_FAHU19","LAPE",18464,"Shallow Aggregate reef, <25ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.59174,-156.42,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",18463,"Other",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.59176,-156.4142,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16773,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.59178,-156.4207,"FAHU",2018,2,21,"LAPE_FAHU18","LAPE",17099,"Other",2.062132,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59192,-156.4156,"FAHU",2019,1,15,"LAPE_FAHU19","LAPE",16817,"Shallow Aggregate reef, <25ft",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.59196,-156.4196,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",18494,"Other",1.7698888,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59203,-156.4206,"FAHU",2018,2,21,"LAPE_FAHU18","LAPE",18149,"Other",40.4935927,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59205,-156.4149,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16774,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.59208,-156.4202,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",18461,"Other",48.368027,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59226,-156.4165,"FAHU",2019,1,15,"LAPE_FAHU19","LAPE",18689,"Other",6.186396,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59233,-156.4156,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16775,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.59234,-156.4194,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",18476,"Other",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.5926,-156.4158,"FAHU",2019,1,15,"LAPE_FAHU19","LAPE",16819,"Shallow Aggregate reef, <25ft",3.44904,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59266,-156.4171,"FAHU",2019,1,15,"LAPE_FAHU19","LAPE",18690,"Other",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.59269,-156.4159,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16770,"Shallow Aggregate reef, <25ft",4.795538,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59291,-156.4195,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",17762,"Other",1.7507484,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59302,-156.4262,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",18146,"Other",3.86562,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59305,-156.4166,"FAHU",2019,1,15,"LAPE_FAHU19","LAPE",18692,"Other",99.7625828,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59309,-156.4177,"FAHU",2018,2,21,"LAPE_FAHU18","LAPE",18148,"Other",9.395964,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59324,-156.4173,"FAHU",2018,2,21,"LAPE_FAHU18","LAPE",18172,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.59331,-156.4168,"FAHU",2018,2,21,"LAPE_FAHU18","LAPE",18171,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.59336,-156.4282,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",18170,"Other",9.3528288,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59336,-156.4176,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",18143,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.59338,-156.4288,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17753,"Other",22.6270207,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59346,-156.4195,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",17765,"Other",2.2265203,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59352,-156.4283,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",16785,"Other",9.965275,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59354,-156.4223,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",18693,"Other",0,"Protected",5,"Protected",0
11.5,"DAR","Maui",20.59355,-156.4292,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17754,"Other",2.0341197,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59355,-156.4255,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17441,"Other",10.81728,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59357,-156.4265,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",18147,"Shallow Aggregate reef, <25ft",0,"Protected",4,"Protected",0
11.5,"DAR","Maui",20.5936,-156.4264,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",16812,"Shallow Aggregate reef, <25ft",0.7992563,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59361,-156.417,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",18144,"Other",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.59378,-156.4273,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",16815,"Other",3.1717675,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59384,-156.4284,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",16754,"Shallow Aggregate reef, <25ft",0,"Protected",4,"Protected",0
11.5,"DAR","Maui",20.59386,-156.4168,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16752,"Other",23.289563,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59388,-156.4167,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16781,"Other",37.02765,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59405,-156.427,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",16813,"Shallow Aggregate reef, <25ft",13.0966315,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59409,-156.4168,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17135,"Other",0.7992563,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.5942,-156.4308,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",16814,"Other",0.7992563,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59422,-156.4295,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",16763,"Other",9.653056,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59424,-156.4225,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",17127,"Other",0,"Protected",4,"Protected",0
11.5,"DAR","Maui",20.59434,-156.4183,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",16793,"Other",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.59435,-156.4218,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",18694,"Other",21.193483,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59449,-156.4177,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",16790,"Other",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.59453,-156.4293,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",16755,"Other",0,"Protected",4,"Protected",0
11.5,"DAR","Maui",20.59456,-156.4302,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",16757,"Shallow Aggregate reef, <25ft",0.9480874,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59456,-156.4136,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17472,"Other",31.498824,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59465,-156.4308,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",18235,"Other",11.4691943,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59467,-156.4251,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",16762,"Shallow Aggregate reef, <25ft",13.8867413,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59468,-156.4285,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17431,"Shallow Aggregate reef, <25ft",33.75929,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59469,-156.4289,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17750,"Shallow Aggregate reef, <25ft",31.978419,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59471,-156.422,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",16767,"Other",2.062132,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59483,-156.4161,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17140,"Shallow Aggregate reef, <25ft",0.2854528,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59484,-156.4182,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",16792,"Other",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.59486,-156.424,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17756,"Other",4.291973,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59505,-156.4319,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",18697,"Shallow Aggregate reef, <25ft",1.72452,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59505,-156.4251,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",18456,"Shallow Aggregate reef, <25ft",30.4734046,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59518,-156.4225,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17440,"Shallow Aggregate reef, <25ft",16.842811,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59525,-156.4156,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17141,"Shallow Aggregate reef, <25ft",13.329051,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59527,-156.4237,"FAHU",2018,2,21,"AHIH_FAHU18","AHIH",16761,"Other",7.0745415,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59528,-156.4175,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",16786,"Other",0,"OPEN",5,"OPEN",0
11.5,"DAR","Maui",20.59543,-156.4162,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16772,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.59545,-156.4246,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17757,"Shallow Aggregate reef, <25ft",15.6181183,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59547,-156.423,"FAHU",2018,2,21,"AHIH_FAHU18","AHIH",17680,"Shallow Aggregate reef, <25ft",2.5140546,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59555,-156.4333,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",16758,"Other",5.5695365,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.5956,-156.4246,"FAHU",2018,2,21,"AHIH_FAHU18","AHIH",16760,"Shallow Aggregate reef, <25ft",20.5502995,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59581,-156.4176,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",16835,"Other",1.998169,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59582,-156.4157,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17138,"Shallow Aggregate reef, <25ft",11.9592666,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59583,-156.4218,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",17443,"Shallow Aggregate reef, <25ft",11.0523235,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59593,-156.4328,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",16766,"Shallow Aggregate reef, <25ft",2.3064048,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59598,-156.4171,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16769,"Shallow Aggregate reef, <25ft",0.2854528,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59601,-156.4164,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",16771,"Shallow Aggregate reef, <25ft",4.401807,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59615,-156.4349,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",18718,"Other",2.569075,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59633,-156.4346,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",17107,"Other",5.1113614,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59637,-156.4313,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",18698,"Shallow Aggregate reef, <25ft",1.72452,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59651,-156.4355,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17449,"Other",3.0005188,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59651,-156.4181,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",18157,"Shallow Aggregate reef, <25ft",3.7495338,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59654,-156.4174,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",18156,"Shallow Aggregate reef, <25ft",0,"OPEN",4,"OPEN",0
11.5,"DAR","Maui",20.59657,-156.4211,"FAHU",2018,2,21,"AHIH_FAHU18","AHIH",17101,"Other",0,"Protected",4,"Protected",0
11.5,"DAR","Maui",20.59668,-156.4306,"FAHU",2019,1,9,"AHIH_FAHU19","AHIH",18699,"Shallow Aggregate reef, <25ft",74.955653,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59673,-156.4349,"FAHU",2018,3,29,"AHIH_FAHU18","AHIH",17102,"Shallow Aggregate reef, <25ft",0,"Protected",4,"Protected",0
11.5,"DAR","Maui",20.59686,-156.4375,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",16756,"Other",14.833476,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.5969,-156.4216,"FAHU",2018,2,21,"AHIH_FAHU18","AHIH",17104,"Shallow Aggregate reef, <25ft",2.062132,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59696,-156.4183,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17123,"Shallow Aggregate reef, <25ft",12.598391,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59706,-156.4187,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",16800,"Shallow Aggregate reef, <25ft",29.6326456,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59712,-156.4185,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",18477,"Shallow Aggregate reef, <25ft",22.104251,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59715,-156.4193,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",16798,"Shallow Aggregate reef, <25ft",41.5609735,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59715,-156.4188,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17120,"Shallow Aggregate reef, <25ft",5.3837285,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59716,-156.4339,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17424,"Shallow Aggregate reef, <25ft",58.706609,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59723,-156.42,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",16782,"Shallow Aggregate reef, <25ft",5.487565,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59738,-156.4207,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",16784,"Shallow Aggregate reef, <25ft",1.3743249,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59753,-156.419,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",18482,"Shallow Aggregate reef, <25ft",0.7992563,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59756,-156.4218,"FAHU",2018,2,21,"AHIH_FAHU18","AHIH",18273,"Shallow Aggregate reef, <25ft",12.359565,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59764,-156.4343,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17423,"Shallow Aggregate reef, <25ft",9.532906,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.59766,-156.4194,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17121,"Shallow Aggregate reef, <25ft",27.6395198,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59775,-156.4197,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",18493,"Shallow Aggregate reef, <25ft",36.55716,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59781,-156.4199,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17126,"Shallow Aggregate reef, <25ft",11.682978,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59791,-156.4208,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",18492,"Shallow Aggregate reef, <25ft",7.184933,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59804,-156.4202,"FAHU",2019,1,16,"LAPE_FAHU19","LAPE",18491,"Shallow Aggregate reef, <25ft",87.0957978,"OPEN",5,"OPEN",1
11.5,"DAR","Maui",20.59819,-156.4201,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17137,"Shallow Aggregate reef, <25ft",11.161574,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.59838,-156.4373,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",18265,"Shallow Aggregate reef, <25ft",10.4363806,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.59854,-156.4204,"FAHU",2018,2,20,"LAPE_FAHU18","LAPE",17139,"Shallow Aggregate reef, <25ft",0.8881455,"OPEN",4,"OPEN",1
11.5,"DAR","Maui",20.5987,-156.439,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",18272,"Other",0,"Protected",4,"Protected",0
11.5,"DAR","Maui",20.59916,-156.4383,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",18270,"Shallow Aggregate reef, <25ft",7.420903,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.6014,-156.4381,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",17103,"Other",0,"Protected",4,"Protected",0
11.5,"DAR","Maui",20.60185,-156.437,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",18264,"Shallow Aggregate reef, <25ft",43.124122,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.60215,-156.4395,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",17682,"Other",2.5437601,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.60269,-156.4383,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",17681,"Shallow Aggregate reef, <25ft",1.6874018,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.60406,-156.4419,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17427,"Other",45.868869,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.60483,-156.442,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17428,"Other",4.8670416,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.60508,-156.4417,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",16801,"Shallow Aggregate reef, <25ft",51.504328,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.60575,-156.4415,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",16802,"Shallow Aggregate reef, <25ft",28.360385,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.6093,-156.4427,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",16789,"Other",0,"Protected",5,"Protected",0
11.5,"DAR","Maui",20.60939,-156.4421,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",18719,"Other",28.456973,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.60963,-156.4428,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",17105,"Other",5.173559,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.60992,-156.4416,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",18711,"Other",57.284742,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.61035,-156.4405,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",18708,"Shallow Aggregate reef, <25ft",39.30678,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.61053,-156.4411,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",18709,"Other",0,"Protected",5,"Protected",0
11.5,"DAR","Maui",20.61147,-156.442,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",16745,"Other",3.174911,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.61231,-156.4395,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",17691,"Shallow Aggregate reef, <25ft",6.02209,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.61318,-156.4404,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",17136,"Other",14.941548,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.61387,-156.438,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",16734,"Shallow Aggregate reef, <25ft",0,"Protected",4,"Protected",0
11.5,"DAR","Maui",20.6145,-156.4415,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",16741,"Other",3.174911,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.61528,-156.4383,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",17125,"Shallow Aggregate reef, <25ft",11.1312013,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.61718,-156.4386,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",16730,"Shallow Aggregate reef, <25ft",2.062132,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.61727,-156.4414,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17430,"Other",13.3942783,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.61735,-156.4415,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",17124,"Other",12.123478,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.61783,-156.4412,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17469,"Other",0,"Protected",5,"Protected",0
11.5,"DAR","Maui",20.61832,-156.4398,"FAHU",2018,3,2,"AHIH_FAHU18","AHIH",16728,"Shallow Aggregate reef, <25ft",8.4753901,"Protected",4,"Protected",1
11.5,"DAR","Maui",20.61849,-156.4401,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17467,"Shallow Aggregate reef, <25ft",0,"Protected",5,"Protected",0
11.5,"DAR","Maui",20.61867,-156.4388,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17525,"Shallow Aggregate reef, <25ft",32.831468,"Protected",5,"Protected",1
11.5,"DAR","Maui",20.61896,-156.4397,"FAHU",2019,1,10,"AHIH_FAHU19","AHIH",17468,"Shallow Aggregate reef, <25ft",0.8563583,"Protected",5,"Protected",1
