"replicate_id","Dataset","Year","moku","island","habitat","OTP_CHL_ANOM_F","OTP_CHL_LTM","OTP_CHL_ANOM_M","OTP_WAV_ANOM_F","OTP_WAV_ANOM_M","OTP_PAR_LTM","OTP_SST_LTM","OTP_SST_STD","OTP_Fishing_Commercial_Line","OTP_Fishing_Commercial_Spear","OTP_Fishing_combined_net","OTP_Fishing_NonCommercial_BoatBased_Spear","OTP_Fishing_NonCommercial_ShoreBased_Line","OTP_Fishing_NonCommercial_ShoreBased_Spear","OTP_Fishing_NonCommercial_ShoreBased_Net","Fishing_aquarium","OTP_HabitatModification","OTP_OSDS_TotalEffluent","OTP_Sedimentation","LBSP_Ag_Mean_Decay","LBSP_Golf_Mean_Decay","LBSP2_Urban_runoff","depth_predicted","rugosity_predicted","TotalHerbivore","Scraper","Browser","Grazer","ratio.CF","Turf","Macro","Coral","Calg"
2719,"FERL",2012,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.214963,0.104452,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000491149083245546,0.286757320165634,0.310652434825897,2.45052315052706,14.6522754184011,113.13249960818,78.0125867288052,0,32.5839714576844,0.435897435897436,19.7916666666667,12.7083333333333,6.04166666666667,8.125
2719,"FERL",2013,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.214963,0.104452,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000491149083245546,0.286757320165634,0.310652434825897,2.4506111911204,14.5908332014802,11.7304454026334,5.24641354130184,0,5.90645463423314,0.4375,56.25,3.75,7.5,18.75
2722,"FERL",2012,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,9.92157649993896,1,3253.83471679688,0,0.000654222734738141,0.38196787238121,0.413796752691269,4.92978526232704,41.2179827130394,34.7772681322663,29.6236295384313,0,5.13910034387693,0.626086956521739,45.2083333333333,2.70833333333333,19.5833333333333,10.4166666666667
2722,"FERL",2013,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,9.92157649993896,1,3253.83471679688,0,0.000654222734738141,0.38196787238121,0.413796752691269,4.92733999086967,41.170432553973,49.677204454689,39.2473374284263,0,10.4278367099754,0.333333333333333,50.625,3.75,15.625,2.5
2724,"FERL",2012,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000604488886892796,0.352930754423141,0.382340043783188,3.41284536723551,42.4343298078022,0.0222031398254804,0,0,0,0.133333333333333,3.54166666666667,3.95833333333333,0,0
2724,"FERL",2013,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000604488886892796,0.352930754423141,0.382340043783188,3.41560208615019,42.4458283948694,0.0145885592352602,0,0,0,0.228571428571429,2.5,1.875,0,0
2725,"FERL",2012,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000538676860742271,0.314506411552429,0.340713828802109,0.44875611316805,10.2044809507976,0,0,0,0,0.0685714285714286,2.29166666666667,12.2916666666667,0,0
2725,"FERL",2013,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000538676860742271,0.314506411552429,0.340713828802109,0.447271235536319,10.1393671734417,0.00979278519319482,0,0,0,0.106382978723404,1.875,27.5,3.125,0
2726,"FERL",2012,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000604488886892796,0.352930754423141,0.382340043783188,4.12407775320894,35.3544131415045,75.0751955079738,61.9026552510139,0,12.955115720601,0.733067729083665,43.9583333333333,8.33333333333333,21.25,17.0833333333333
2726,"FERL",2013,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000604488886892796,0.352930754423141,0.382340043783188,4.11912187901437,35.3331086577475,2.62376868726402,0.794888043549109,0,1.63080218547255,0.349514563106796,61.25,3.125,19.375,3.125
2728,"FERL",2012,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000517303473316133,0.302027583122253,0.327195167541504,0.812076005958469,8.99629556696133,8.46814432037333,0,0,8.448759987096,0.0941176470588235,0,10.625,0,0
2728,"FERL",2013,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.227608,0.100431,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000517303473316133,0.302027583122253,0.327195167541504,0.80610067835358,8.99717672913887,0.492601511319512,0,0,0,0.0695652173913043,0,14.375,0,0
2729,"FERL",2012,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499005079269,0.0763629972934723,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32135425508022,0.209990382194519,0,2.15626382827759,0,9.92157649993896,0,3649.95361328125,0,0.000565856869798154,0.33037543296814,0.357905209064484,4.65454427251911,45.3627793688002,8.74247873432379,6.08675789181184,0.0742333305783085,2.56791867366747,1.31578947368421,32.5,7.08333333333333,41.25,10.8333333333333
2729,"FERL",2013,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499005079269,0.0763629972934723,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32135425508022,0.209990382194519,0,2.15626382827759,0,9.92157649993896,0,3649.95361328125,0,0.000565856869798154,0.33037543296814,0.357905209064484,4.65797795618967,45.352879686944,10.3933026929194,8.07669565916386,0,2.31660703375552,1.24242424242424,37.5,3.75,33.125,18.125
2730,"FERL",2012,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.214963,0.104452,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000330642942572013,0.193045824766159,0.209132105112076,2.75168945646381,14.9804070194767,105.568208608559,75.367769893216,0,26.2726260912788,1.34871794871795,36.6666666666667,3.95833333333333,34.375,20.4166666666667
2730,"FERL",2013,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.214963,0.104452,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000330642942572013,0.193045824766159,0.209132105112076,2.76481382385812,14.9317954872612,73.1261554800343,59.115260730567,0,14.0108947494673,1.95833333333333,28.125,1.875,36.875,21.875
2732,"FERL",2012,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.214963,0.104452,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000385277438908815,0.224944189190865,0.243688508868217,0.555028220288065,9.74594152797709,46.8622016279845,24.4267756157444,0,20.2792522932293,0.685714285714286,1.45833333333333,0,0,0
2732,"FERL",2013,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.214963,0.104452,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,3253.83471679688,0,0.000385277438908815,0.224944189190865,0.243688508868217,0.559032459274004,9.74449826019926,0,0,0,0,4.33333333333333,1.875,0,8.125,0
2733,"FERL",2012,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,9.92157649993896,1,2065.4775390625,0,0.000475792097859085,0.277791172266006,0.30093914270401,4.98497974858692,46.2680238868911,22.2922770769254,14.6343730276903,0,7.65790404923502,0.654411764705882,45.2083333333333,11.4583333333333,19.1666666666667,17.9166666666667
2733,"FERL",2013,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,9.92157649993896,1,2065.4775390625,0,0.000475792097859085,0.277791172266006,0.30093914270401,4.98607348094016,46.2707436998575,5.73146428715058,5.46717619101941,0,0.264288096131173,0.63953488372093,43.125,10.625,18.125,16.25
2734,"FERL",2012,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32178629934788,0.21055306494236,0,2.25951504707336,2.12436676025391,9.92157649993896,1,3338.71728515625,0,0.000496325781568885,0.289779752492905,0.313926726579666,1.01676501443654,33.5611296145393,0.0916116890172733,0,0,0,0.15,0.625,6.04166666666667,0,0
2734,"FERL",2013,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32178629934788,0.21055306494236,0,2.25951504707336,2.12436676025391,9.92157649993896,1,3338.71728515625,0,0.000496325781568885,0.289779752492905,0.313926726579666,1.01570218631268,33.5399600296836,0,0,0,0,0.123076923076923,0,8.125,0,0
2735,"FERL",2012,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000450806925073266,0.263203591108322,0.285136014223099,0.780701767173085,14.0120889308895,0.0151856908508233,0.0067195499977531,0,0,0.0347826086956522,1.45833333333333,27.2916666666667,0,0
2735,"FERL",2013,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000450806925073266,0.263203591108322,0.285136014223099,0.793764343588736,13.9949973913607,0,0,0,0,0.0355555555555556,6.875,21.25,0,0
2736,"FERL",2012,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,9.92157649993896,1,2065.4775390625,0,0.000475792097859085,0.277791172266006,0.30093914270401,2.22343088691505,48.2655331926853,0.0701114496793939,0,0,0,0.436363636363636,0.208333333333333,2.08333333333333,0,0
2736,"FERL",2013,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,9.92157649993896,1,2065.4775390625,0,0.000475792097859085,0.277791172266006,0.30093914270401,2.2211170226526,48.2738693400689,0.00489639259659741,0,0,0,0.8,0.625,0.625,0,0
2739,"FERL",2012,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32178629934788,0.21055306494236,0,2.25951504707336,2.12436676025391,9.92157649993896,1,3338.71728515625,0,0.000496325781568885,0.289779752492905,0.313926726579666,0.741199660664047,9.05625772404352,0.0232610049048452,0,0,0,0.0727272727272727,1.04166666666667,12.7083333333333,0,0
2739,"FERL",2013,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32178629934788,0.21055306494236,0,2.25951504707336,2.12436676025391,9.92157649993896,1,3338.71728515625,0,0.000496325781568885,0.289779752492905,0.313926726579666,0.747636117819286,9.08200961394797,0,0,0,0,0.228571428571429,1.875,2.5,0,0
2740,"FERL",2012,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32167120277882,0.210403621196747,0,2.05490207672119,0,9.92157649993896,1,3338.71728515625,0,0.000496325781568885,0.289779752492905,0.313926726579666,4.55093132234491,42.5340972792772,22.9964926694662,17.7890053266023,0,4.84236333143185,0.719665271966527,41.6666666666667,8.125,23.3333333333333,12.5
2740,"FERL",2013,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32167120277882,0.210403621196747,0,2.05490207672119,0,9.92157649993896,1,3338.71728515625,0,0.000496325781568885,0.289779752492905,0.313926726579666,4.54622534984396,42.5172082421422,6.39071855263089,3.00528372106984,0,2.2496647106415,0.316239316239316,69.375,3.75,10,13.125
2741,"FERL",2012,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000403306563384831,0.235470488667488,0.255091965198517,4.5011640033558,38.716299538211,23.8419494588851,18.7044642162893,0,5.13748524259581,1.09708737864078,33.125,9.79166666666667,29.7916666666667,17.2916666666667
2741,"FERL",2013,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000403306563384831,0.235470488667488,0.255091965198517,4.499272162519,38.7592640709812,8.52214951613287,3.35831480548884,0,5.14690242893789,1.45283018867925,28.75,4.375,41.25,6.875
2743,"FERL",2012,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.197682,0.114704,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000275116879492998,0.160626947879791,0.174011796712875,0.548814531658537,5.80953643577206,0.978284239401544,0,0,0.975836043103245,0.282352941176471,2.08333333333333,1.45833333333333,0.833333333333333,0
2743,"FERL",2013,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.197682,0.114704,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000275116879492998,0.160626947879791,0.174011796712875,0.540116228227618,5.84311464196832,0,0,0,0,0.16,0,6.25,0,0
2744,"FERL",2012,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32210327684879,0.210966318845749,0,2.12756991386414,0,9.92157649993896,1,3338.71728515625,0,0.000421897537307814,0.246324822306633,0.266850769519806,2.13416347826061,21.2339909708969,22.9448074171177,20.4502245498731,0,2.4945828672446,1,36.0416666666667,10.625,24.375,22.2916666666667
2744,"FERL",2013,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32210327684879,0.210966318845749,0,2.12756991386414,0,9.92157649993896,1,3338.71728515625,0,0.000421897537307814,0.246324822306633,0.266850769519806,2.14120162504963,21.1942543043252,0.437726069631852,0,0,0.437726069631852,0.670212765957447,54.375,4.375,18.75,20.625
2746,"FERL",2012,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32233512401581,0.211267322301865,0,2.14543676376343,0,9.92157649993896,1,2065.4775390625,0,0.00041719782166183,0.243580892682076,0.263878166675568,1.42459665822439,20.0660447592613,0.201213179321032,0,0,0,3.4875,7.29166666666667,1.04166666666667,28.3333333333333,0.729166666666667
2746,"FERL",2013,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32233512401581,0.211267322301865,0,2.14543676376343,0,9.92157649993896,1,2065.4775390625,0,0.00041719782166183,0.243580892682076,0.263878166675568,1.42385679665837,20.0738284259095,0.00489639259659741,0,0,0,3.10309278350515,9.0625,1.04166666666667,30.1041666666667,1.25
2748,"FERL",2012,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32233512401581,0.211267322301865,0,2.14543676376343,0,9.92157649993896,1,2065.4775390625,0,0.00041719782166183,0.243580892682076,0.263878166675568,4.91561618556313,35.6134783360947,17.279795606467,12.9784857392823,0,4.30130986718473,0.937799043062201,31.6666666666667,11.875,20.4166666666667,20.4166666666667
2748,"FERL",2013,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32233512401581,0.211267322301865,0,2.14543676376343,0,9.92157649993896,1,2065.4775390625,0,0.00041719782166183,0.243580892682076,0.263878166675568,4.92769999137939,35.5886789669523,0.701990052383159,0.417860875261579,0,0.28412917712158,1.34426229508197,23.125,15,11.875,39.375
2749,"FERL",2012,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000285589136183262,0.166741162538528,0.180635511875153,0.71040123004859,4.62243850795256,0.0104233019941107,0.00340223767947521,0,0,0.0558139534883721,1.04166666666667,16.875,0,0
2749,"FERL",2013,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000285589136183262,0.166741162538528,0.180635511875153,0.719764366926713,4.60282838495753,0.00979278519319482,0,0,0,0.0941176470588235,1.875,8.75,0,0
2750,"FERL",2012,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000330642942572013,0.193045824766159,0.209132105112076,3.73793836579902,32.1306130129801,12.8862048655781,0.413826277711791,0,12.4723785878663,0.137142857142857,0.625,6.66666666666667,0,0
2750,"FERL",2013,"KOOLAUPOKO","Oahu","Unknown",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000330642942572013,0.193045824766159,0.209132105112076,3.73489563057365,32.1503580469112,0,0,0,0,0.533333333333333,1.25,0.625,0,0
2751,"FERL",2012,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.197682,0.114704,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000221485912334174,0.129314512014389,0.140090137720108,3.28439225125697,27.4519155523973,63.2212472924703,44.6372740169795,0,18.303600927639,1.25882352941176,28.3333333333333,7.08333333333333,21.6666666666667,22.9166666666667
2751,"FERL",2013,"KOOLAUPOKO","Oahu","Coral",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.197682,0.114704,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000221485912334174,0.129314512014389,0.140090137720108,3.29662180366186,27.39738260984,31.7391033098835,22.9396466402482,0,8.78252438792919,0.698630136986301,38.125,7.5,23.125,8.75
2753,"FERL",2012,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32253688573837,0.21153099834919,0,2.14221096038818,0,9.92157649993896,1,3338.71728515625,0,0.000346804939908907,0.202482014894485,0.219354584813118,1.6631770379022,16.6048307763434,0.0194346425545917,0,0,0,0.24,1.04166666666667,3.125,0.625,0
2753,"FERL",2013,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.174499,0.076363,43.4757995605469,25.1858539581299,0.960388004779816,0.0173206832259893,0.0744980648159981,1.32253688573837,0.21153099834919,0,2.14221096038818,0,9.92157649993896,1,3338.71728515625,0,0.000346804939908907,0.202482014894485,0.219354584813118,1.67413877253594,16.5955184460202,0.10079736287442,0,0,0,0.16,6.25,0,0,0
2754,"FERL",2012,"KOOLAUPOKO","Oahu","Pavement",0.0967999994754791,0.0798999965190887,0.0441999994218349,0.147734,0.003309,43.4757995605469,25.1858539581299,0.960388004779816,0,0,0,0,0,0,0,0,1,2065.4775390625,0,0.000311248790239915,0.181722566485405,0.196865275502205,0.529877287537391,3.96970154018139,0.0177996470153997,0.00565928407843815,0,0,0.141176470588235,0,7.08333333333333,0,0
